OF	13151942776
TO	12136980858
IN	8469404971
IS	4705743816
ON	3750423199
BY	3350048871
IT	2813163874
OR	2590739907
BE	2398724162
AT	2272272772
AS	2247431740
AN	1518266684
WE	1390661912
US	1229112622
IF	1134987907
MY	1059793441
DO	950751722
NO	937112320
HE	842847219
UP	829969374
SO	661809559
PM	604577485
AM	576436203
ME	566617666
RE	430847564
GO	421086358
DE	314593284
UK	232749142
CD	190859046
TV	159603914
LA	157960401
PC	153460135
II	133102742
CA	130326009
AL	125787543
ID	119974321
CO	114452742
ET	104251062
ST	101338951
EN	92803600
OH	81258789
AD	78774169
NY	75993177
DC	72528782
OK	69066566
MS	68359455
HI	67566273
HP	65635495
EG	64596001
IP	64162886
PA	62377151
TX	60436467
IE	59425745
EL	59377718
MA	58908038
MD	56253287
FL	56095954
MB	56034110
MR	55692230
IL	54379896
MM	53083729
ED	51788932
LE	50474760
AZ	48985772
UN	48651550
MI	48073394
TH	46857152
DR	46346026
KB	45638167
PP	44854981
NA	44784650
OS	44556124
EX	42259849
AU	41825348
FI	41812484
NC	41537048
PO	40656645
VA	40591806
RD	40231948
SC	40185182
SE	39483236
DI	38771183
KM	38605173
GA	38185755
AC	38166598
FT	38133521
IM	37166923
VS	37115369
AR	36946912
MO	36853656
SA	36769721
XP	36521289
EU	35326689
CC	34944653
WA	34865016
DJ	34689225
CM	34312385
WI	34305144
CT	34123861
DA	33450232
NJ	33014240
HR	32969615
EM	32964905
IV	32807831
RW	32739652
NE	32142023
DU	32025637
NT	31198810
ES	31169475
GB	30697884
BC	30670787
PR	30599220
FR	30563000
AA	30523331
MT	30286047
OZ	29644419
MG	29456015
CH	28470221
SD	28394298
RS	28000422
SS	25895791
AP	25843002
NM	25750788
MN	25715757
ND	25707693
OP	25572791
TN	25378331
CE	24775497
AB	24218038
TM	23069293
SP	23003713
NH	22837222
FM	22665700
DB	21860146
PH	21776313
